content,question,answer
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the name of the open-source distilled model used for comparison?,"The open-source distilled model used for comparison is QwQ-32B-Preview (Qwen, 2024a)."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the maximum generation length set for the models during evaluation?,"The maximum generation length is set to 32,768 tokens."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",Why is greedy decoding not preferred for evaluating long-output reasoning models?,Greedy decoding results in higher repetition rates and significant variability across different checkpoints.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What evaluation method is used instead of greedy decoding?,Pass@k evaluation is used.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the sampling temperature used for pass@k evaluation?,A sampling temperature of 0.6 is used.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the top-p value used for pass@k evaluation?,A top-p value of 0.95 is used.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the typical range of k values (number of responses generated) for pass@k evaluation?,"The value of k typically ranges between 4 and 64, depending on the test set size."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",How is Pass@1 calculated?,"Pass@1 is calculated as the sum of p_i for all i, where p_i denotes the correctness of the i-th response. The formula is ∑︁ pass@1 = 𝑝𝑖, where the summation runs from i=1 to the total number of responses."
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","What does cons@64 represent, and on which benchmark is it reported?",Cons@64 represents the consensus (majority vote) results using 64 samples. It is reported for the AIME 2024 benchmark.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)",What is the purpose of using pass@k evaluation instead of greedy decoding?,Pass@k provides more reliable performance estimates for long-output reasoning models by generating multiple samples and assessing the correctness of at least one.
"> programming languages (Python, Java, C++, C#, JavaScript, TypeScript,
> PHP, and Bash). Model performance on LiveCodeBench is evaluated using
> CoT format, with data collected between August 2024 and January 2025.
> The Codeforces dataset is evaluated using problems from 10 Div.2
> contests along with expert-crafted test cases, after which the
> expected ratings and percentages of competitors are calculated.
> SWE-Bench verified results are obtained via the agentless framework
> (Xia et al., 2024). AIDER-related benchmarks aremeasured using a
> ""diff"" format. DeepSeek-R1 outputs are cappedat a maximum of 32,768
> tokens for each benchmark.
>
> **Baselines** We conduct comprehensive evaluations against several
> strong baselines, including DeepSeek-V3, Claude-Sonnet-3.5-1022,
> GPT-4o-0513, OpenAI-o1-mini, and OpenAI-o1-1217. Since accessing the
> OpenAI-o1-1217 API is challenging in mainland China, we report its
> perfor-mance based on official reports. For distilled models, we also
> compare the open-source model QwQ-32B-Preview (Qwen, 2024a).
>
> **Evaluation** **Setup** We set the maximum generation length to
> 32,768 tokens for the models. We found that using greedy decoding to
> evaluate long-output reasoning models results in higher repetition
> rates and significant variability across different checkpoints.
> Therefore, we default to pass@𝑘 evaluation (Chen et al., 2021) and
> report pass@1 using a non-zero temperature. Specifically, we use a
> sampling temperature of 0.6 and a top-𝑝 value of 0.95 to generate 𝑘
> responses (typically between 4 and 64, depending on the test set size)
> for each question. Pass@1
>
> is then calculated as ∑︁ pass@1 = 𝑝𝑖,
>
> 𝑖=1
>
> where 𝑝𝑖 denotes the correctness of the 𝑖-th response. This method
> provides more reliable performance estimates. For AIME 2024, we also
> report consensus (majority vote) results (Wang et al., 2022) using 64
> samples, denoted as cons@64.
>
> [1https://aider.chat](https://aider.chat)","Is the research comparing fine-tuned models, pre-trained models, or both?",The research compares both fine-tuned models (like the baselines) and distilled models (like QwQ-32B-Preview).
